FONDBOLAG	FONDNUMMER	FONDNAMN	VALUTA	FONDAVGIFT	BRUTTO AVG	TKA	KATEGORI	EXTERID	FOND_I_FOND	RESULTATBEROENDE	SLOW	SPREAD	MILJÖETISK	FÖRLÄNGD	STARTDATUM	AVSLUTSDATUM	FONDSTATUS
SKAGEN Fonder	501981	SKAGEN Kon-Tiki	NOK	0,59	2,00	2,00	Nya marknader	NO0010140502	N	J	N	N		0	2002-12-13		1
SKAGEN Fonder	870493	SKAGEN Krona	SEK	0,12	0,20	0,20	Sverige kort	NO0010363740	N	N	N	N		0	2007-05-24		1
SKAGEN Fonder	311027	SKAGEN m2	NOK	0,47	1,50	1,50	Övriga branscher	NO0010657356	N	J	N	N		0	2013-03-14		1
SKAGEN Fonder	252296	SKAGEN Tellus	NOK	0,27	0,80	0,80	Övriga utländska	NO0010327786	N	N	N	N		0	2006-10-25		1
SKAGEN Fonder	120014	SKAGEN Vekst	NOK	0,35	1,00	1,00	Global	NO0008000445	N	J	N	N		0	2002-01-11		1
Skandia Fonder AB	618629	Skandia Asien	SEK	0,52	1,80	2,43	Asien och Fjärran östern	SE0000810756	N	N	N	N	J	0	2000-07-05		1
Skandia Fonder AB	654459	Skandia Europa Exponering	SEK	0,21	0,41	1,04	Europa/Euroland Index	SE0000810772	N	N	N	N	J	0	2000-07-05		1
Skandia Fonder AB	406652	Skandia Fond Aktiefond Trend Global	SEK	1,15	1,40		Global	504400-9081	N	N	N	N		0	2002-01-18	2004-02-04	5
Skandia Fonder AB	505644	Skandia Fond Time Aggressive	SEK	1,38	1,70		IT och kommunikation	504400-8141	N	N	N	N		0	2001-04-20	2004-02-04	5
Skandia Fonder AB	545426	Skandia Global Exponering	SEK	0,21	0,41	1,10	Global	SE0005281847	N	N	N	N	J	0	2013-09-30		1
Skandia Fonder AB	582791	Skandia Japan Exponering	SEK	0,21	0,43	0,64	Japan	SE0000810764	N	N	N	N	J	0	2000-07-05		1
Skandia Fonder AB	726117	Skandia Kapitalmarknadsfond	SEK	0,21	0,60	0,60	Sverige lång	SE0000810863	N	N	N	N	J	0	2000-07-05		1
Skandia Fonder AB	256362	Skandia Nordamerika Exponering	SEK	0,21	0,41	1,11	Nordamerika och USA	SE0005065505	N	N	N	N	J	0	2013-05-14		1
Skandia Fonder AB	611657	Skandia Norden	SEK	0,43	1,43	1,80	Norden	SE0004518744	N	N	N	N	J	0	2012-06-21		1
Skandia Fonder AB	331983	Skandia Penningmarknadsfond	SEK	0,14	0,30	0,30	Sverige kort	SE0000810897	N	N	N	N	J	0	2000-07-05		1
Skandia Fonder AB	469817	Skandia Realräntefond	SEK	0,21	0,60	0,60	Sverige realränta	SE0000810871	N	N	N	N	J	0	2001-04-20		1
Skandia Fonder AB	546960	Skandia Smart Balanserad	SEK	0,43	1,40	1,55	Svenska och utländska aktier samt svenska räntor	SE0000810905	N	N	N	N	J	0	2000-07-05		1
Skandia Fonder AB	403642	Skandia Smart Försiktig	SEK	0,32	0,92	1,05	Svenska och utländska aktier samt svenska räntor	SE0000810731	N	N	N	N	J	0	2000-07-05		1
Skandia Fonder AB	367813	Skandia Smart Offensiv	SEK	0,43	1,41	1,67	Utländska aktier och räntor	SE0000810723	N	N	N	N	J	0	2000-07-05		1
Skandia Fonder AB	541474	Skandia Småbolag Europa	SEK	0,49	1,41	2,67	Europa/Euroland småbolag	SE0000810780	N	N	N	N		0	2001-04-20	2009-11-10	5
Skandia Fonder AB	103606	Skandia Småbolag Sverige	SEK	0,43	1,41	1,47	Sverige småbolag	SE0000810814	N	N	N	N	J	0	2002-12-09		1
Skandia Fonder AB	690289	Skandia Sverige	SEK	0,43	1,40	1,53	Sverige	SE0000810913	N	N	N	N	J	0	2000-07-05		1
Skandia Fonder AB	292193	Skandia Sverige Exponering	SEK	0,21	0,40	0,44	Sverige index	SE0005065521	N	N	N	N	J	0	2013-05-14		1
Skandia Fonder AB	802900	Skandia Tillväxtmarknadsfond	SEK	0,51	1,79	2,26	Nya marknader	SE0005424256	N	N	N	N	J	0	2014-03-04		1
Skandia Fonder AB	439471	Skandia Time Global	SEK	0,44	1,44	1,89	IT och kommunikation	SE0001112715	N	N	N	N	J	0	2000-07-05		1
Skandia Fonder AB	511139	Skandia USA	SEK	0,43	1,40	2,00	Nordamerika och USA	SE0000810798	N	N	N	N	J	0	2000-07-05		1
Skandia Fonder AB	475301	Skandia Världen	SEK	0,44	1,45	1,86	Global	SE0001112723	N	N	N	N	J	0	2000-07-05		1
Solidar Fonder AB	392423	Solidar Aggressiv Plus	SEK	0,49	2,20	0,86	Global	SE0004607927	J	J	J	N		0	2012-06-14		1
Solidar Fonder AB	356592	Solidar Etisk Plus 	SEK	0,49	2,20	0,31	Global	SE0004607935	J	J	J	N		0	2012-06-14		1
Solidar Fonder AB	428250	Solidar Flex 100 Plus	SEK	0,50	2,21	0,30	Global	SE0004607919	J	J	J	N		0	2012-06-14		1
Solidar Fonder AB	499913	Solidar Flex 40 Plus	SEK	0,38	1,63	0,30	Utländska aktier och räntor	SE0004607893	J	J	J	N		0	2012-06-14		1
Solidar Fonder AB	464081	Solidar Flex 70 Plus	SEK	0,38	1,92	0,30	Utländska aktier och räntor	SE0004607901	J	J	J	N		0	2012-06-14		1
Solidar Fonder AB	817544	Solidar Fonder Aggressiv	SEK		2,68		Utländska aktier och räntor	SE0004243053	J	J	N	N		0	2011-11-07	2013-04-05	5
Solidar Fonder AB	925032	Solidar Fonder Etisk	SEK	0,45	1,50		Utländska aktier och räntor	SE0004243046	J	J	N	N		0	2011-11-07	2013-04-05	5
Solidar Fonder AB	889204	Solidar Fonder Flex 100	SEK	0,19	0,38	0,16	Utländska aktier och räntor	SE0004243038	J	J	N	N		0	2011-11-07		1
Solidar Fonder AB	781716	Solidar Fonder Flex 40	SEK		0,38		Utländska aktier och räntor	SE0004243012	J	J	N	N		0	2011-11-07	2014-05-12	5
Solidar Fonder AB	853374	Solidar Fonder Flex 70	SEK	0,19	0,38	0,16	Utländska aktier och räntor	SE0004243020	J	J	N	N		0	2011-11-07		1
Solidar Fonder AB	605634	Solidar Fonder Sverige	SEK	0,38	1,51	1,53	Sverige	SE0003207638	N	N	N	N		0	2010-11-11		1
Solidar Fonder AB	422238	Systematiska Covered Call	SEK	0,57	2,02		Svenska aktier och räntor	SE0002304857	N	N	N	N		0	2010-11-11	2013-04-05	5
Sparinvest S.A.	306894	Sparinvest  - Equitas	EUR	0,82	2,06	2,06	Global	LU0362354549	N	N	N	N		0	2008-12-02		1
Sparinvest S.A.	199406	Sparinvest - Ethical Global Value	EUR	0,80	2,01	2,01	Global	LU0362355355	N	N	N	N	J	0	2008-12-02		1
Sparinvest S.A.	371294	Sparinvest - European Value	EUR	0,82	2,07	2,07	Europa	LU0264920413	N	N	N	N		0	2007-10-23		1
Sparinvest S.A.	882068	Sparinvest - Global Value	EUR	0,80	2,01	2,01	Global	LU0138501191	N	N	N	N		0	2006-06-15		1
Sparinvest S.A.	917898	Sparinvest - High Yield Value Bonds	EUR	0,42	1,55		Europa och Euroland	LU0232765429	N	N	N	N		0	2006-06-15	2015-10-13	5
Sparinvest S.A.	235234	Sparinvest - Procedo	EUR	0,62	1,72	1,72	Utländska aktier och räntor	LU0139792278	N	N	N	N		0	2008-12-02		1
Sparinvest S.A.	271064	Sparinvest - Securus	EUR	0,56	1,31	1,31	Utländska aktier och räntor	LU0139791205	N	N	N	N		0	2008-12-02		1
Sparinvest S.A.	907329	Sparinvest Corporate Value Bonds EUR R	EUR	0,42	1,58	1,58	Övriga utländska	LU0620744002	N	N	N	N	J	0	2015-08-25		1
Sparinvest S.A.	871491	Sparinvest Corporate Value Bonds SEK R	SEK	0,42	1,59	1,59	Övriga utländska	LU0842468240	N	N	N	N	J	0	2015-08-25		1
Sparinvest S.A.	550970	Sparinvest Emerging Markets Corporate Value Bonds EUR	EUR	0,42	1,59	1,59	Övriga utländska	LU0519053697	N	N	N	N		0	2010-12-13		1
Sparinvest S.A.	365684	Sparinvest Emerging Markets Corporate Value Bonds SEK	SEK	0,42	1,59	1,59	Övriga utländska	LU0721812047	N	N	N	N		0	2013-01-16		1
Sparinvest S.A.	329854	Sparinvest Emerging Markets Value	EUR		3,12		Nya marknader	LU0760140946	N	N	N	N		0	2013-01-17	2015-01-26	5
Sparinvest S.A.	401513	Sparinvest Ethical Emerging Markets Value	EUR	0,89	2,37	2,37	Nya marknader	LU0760183912	N	N	N	N	J	0	2013-01-16		1
Sparinvest S.A.	515148	Sparinvest Ethical High Yield Value Bonds	EUR	0,42	1,56		Övriga utländska	LU0473784196	N	N	N	N		0	2010-12-13	2015-10-13	5
Sparinvest S.A.	299636	Sparinvest Global Small Cap Value	EUR	0,89	2,38		Global	LU0264925131	N	N	N	N		0	2007-10-23	2015-10-08	5
Sparinvest S.A.	690636	Sparinvest High Yield Value Bonds SEK R	SEK	0,42	1,54		Övriga utländska	LU0611997304	N	N	N	N		0	2011-05-11	2015-10-13	5
Sparinvest S.A.	335463	Sparinvest Investment Grade Value Bonds	EUR	0,42	1,03	1,03	Övriga utländska	LU0264925727	N	N	N	N		0	2007-10-23		1
Spiltan Fonder AB	119891	Spiltan Aktiefond Dalarna	SEK	0,56	1,58	1,66	Sverige	SE0001938788	N	N	N	N		0	2007-02-20		1
Spiltan Fonder AB	272898	Spiltan Aktiefond Småland	SEK	0,55	1,55	1,60	Sverige	SE0002566349	N	N	N	N		0	2008-06-19		1
Spiltan Fonder AB	339184	Spiltan Aktiefond Stabil	SEK	0,55	1,55	1,58	Sverige	SE0001015348	N	N	N	N		0	2004-09-21		1
Spiltan Fonder AB	152181	Spiltan Aktiefond Sverige	SEK	0,56	1,58	1,66	Sverige	SE0001015355	N	N	N	N		0	2002-12-20		1
Spiltan Fonder AB	560599	Spiltan Högräntefond	SEK	0,29	0,76	0,77	Övriga utländska	SE0005798329	N	N	N	N		0	2014-06-11		1
Spiltan Fonder AB	972497	Spiltan Räntefond Sverige	SEK	0,10	0,10	0,11	Sverige kort	SE0002152140	N	N	N	N		0	2008-04-16		1
SPP Fonder AB	201111	GodFond Sverige & Världen	SEK	0,24	0,86	0,89	Svenska och utländska aktier	SE0002800276	N	N	N	N	J	0	2012-11-20		1
SPP Fonder AB	140673	SPP Aktiefond Europa	SEK	0,16	0,21	0,22	Europa/Euroland Index	SE0000531881	N	N	N	N	J	0	2000-07-05		1
SPP Fonder AB	407064	SPP Aktiefond Global	SEK	0,17	0,32	0,33	Global	SE0000671919	N	N	N	N	J	0	2010-06-10		1
SPP Fonder AB	176503	SPP Aktiefond Japan	SEK	0,16	0,21	0,24	Japan	SE0000621393	N	N	N	N	J	1	2000-07-05		1
SPP Fonder AB	912220	SPP Aktiefond Stabil	SEK	0,22	0,72	0,76	Global	SE0005224078	N	N	N	N	J	0	2013-10-24		1
SPP Fonder AB	212332	SPP Aktiefond Sverige	SEK	0,16	0,21	0,22	Sverige index	SE0000529992	N	N	N	N	J	0	2000-07-05		1
SPP Fonder AB	104844	SPP Aktiefond Sverige Aktiv	SEK	0,23	0,71	0,96	Sverige	SE0000522526	N	N	N	N		0	2000-07-05	2014-04-07	5
SPP Fonder AB	248161	SPP Aktiefond USA	SEK	0,16	0,21	0,22	Nordamerika och USA	SE0000594111	N	N	N	N	J	0	2000-07-05		1
SPP Fonder AB	882779	SPP Aktieindexfond Nasdaq 100	SEK		0,30		Nordamerika och USA	SE0000671901	N	N	N	N		0	2000-10-16	2006-12-07	5
SPP Fonder AB	459891	SPP Emerging Markets SRI	SEK	0,24	0,82	0,86	Nya marknader	SE0003455658	N	N	N	N	J	1	2010-08-27		1
SPP Fonder AB	319822	SPP EMU Blandfond	SEK	0,22	0,60	0,66	Utländska aktier och räntor	SE0000531907	N	N	N	N		0	2000-07-05	2012-12-10	5
SPP Fonder AB	331686	SPP Företagsobligationsfond	SEK	0,14	0,41	0,41	Övriga utländska	SE0004807097	N	N	N	N	J	0	2012-10-12		1
SPP Fonder AB	355651	SPP Generation 30-tal	SEK		0,48		Pension om mindre än 10 år	SE0000522450	N	N	N	N		0	2000-07-05	2013-04-10	5
SPP Fonder AB	391482	SPP Generation 40-tal	SEK	0,18	0,41	0,42	Pension om mindre än 10 år	SE0001095845	N	N	N	N	J	0	2000-07-05		1
SPP Fonder AB	427310	SPP Generation 50-tal	SEK	0,18	0,41	0,42	Pension om mindre än 10 år	SE0001095852	N	N	N	N	J	0	2000-07-05		1
SPP Fonder AB	463141	SPP Generation 60-tal	SEK	0,18	0,41	0,41	Pension om mindre än 20 år	SE0001095860	N	N	N	N	J	0	2000-07-05		1
SPP Fonder AB	498972	SPP Generation 70-tal	SEK	0,18	0,41	0,41	Pension om mer än 20 år	SE0001095878	N	N	N	N	J	0	2000-07-05		1
SPP Fonder AB	844522	SPP Generation 80-tal	SEK	0,18	0,41	0,42	Pension om mer än 20 år	SE0000619355	N	N	N	N	J	0	2000-07-05		1
SPP Fonder AB	473702	SPP Global Plus	SEK	0,18	0,42	0,43	Global	SE0008129985	N	N	N	N	J	0	2016-04-19		1
SPP Fonder AB	184119	SPP Global Topp 100	SEK	0,23	0,77	0,80	Global	SE0004576452	N	N	N	N	J	0	2012-09-26		1
SPP Fonder AB	721506	SPP Grön Obligationsfond	SEK	0,13	0,30	0,30	Övriga utländska	SE0006763967	N	N	N	N	J	0	2015-05-12		1
SPP Fonder AB	534800	SPP Obligationsfond	SEK	0,11	0,21	0,22	Sverige lång	SE0000522518	N	N	N	N	J	0	2000-07-05		1
SPP Fonder AB	442897	SPP Penningmarknadsfond	SEK	0,11	0,21	0,21	Sverige kort	SE0000522500	N	N	N	N	J	0	2010-06-10		1
SPP Fonder AB	971077	SPP Tillväxtmarknad Plus	SEK	0,24	0,82	0,86	Nya marknader	SE0008129969	N	N	N	N	J	1	2016-03-17		1
Storebrand Asset Management AS	571695	Delphi Europe	NOK	0,39	2,00		Europa	NO0010039712	N	N	J	N	J	0	2008-01-15		1
Storebrand Asset Management AS	352468	Delphi Global	NOK	0,25	0,97	2,26	Global	NO0010317282	N	J	J	N	J	0	2008-01-14		1
Storebrand Asset Management AS	388298	Delphi Nordic	NOK	0,39	2,00		Norden	NO0010039670	N	N	J	N	J	0	2008-01-14		1
Storebrand Asset Management AS	754036	Storebrand Europa	NOK	0,71	1,75	1,76	Europa	NO0008001930	N	N	J	N		0	2000-07-05	2009-05-22	5
Storebrand Asset Management AS	789867	Storebrand Global	NOK	0,35	1,50	1,55	Global	NO0008000973	N	N	J	N		0	2000-07-05	2010-10-29	5
Storebrand Asset Management AS	825695	Storebrand Japan	NOK	0,71	1,75	1,82	Japan	NO0008001971	N	N	J	N		1	2000-07-05	2009-06-01	5
Storebrand Asset Management AS	861526	Storebrand Nord-Amerika	NOK		1,75		Nordamerika och USA	NO0008001914	N	N	J	N		0	2000-07-05	2008-09-09	5
Storebrand Asset Management AS	897355	Storebrand Norden	NOK	0,71	1,75	1,77	Norden	NO0008001922	N	N	J	N		0	2000-07-05	2009-05-22	5
Storebrand Asset Management AS	933184	Storebrand Norge	NOK		1,50	1,50	Övriga länder	NO0008000783	N	N	J	N		0	2000-07-05	2011-04-01	5
Storebrand Asset Management AS	969014	Storebrand Teknologi	NOK	0,71	1,75	1,76	IT och kommunikation	NO0008001948	N	N	J	N		0	2000-07-05	2009-05-22	5
Storebrand Luxembourg S.A.	904029	Storebrand Global WWF	SEK	3,11	4,01		Global	LU0123652504	N	N	J	N		0	2001-06-29	2003-08-14	5
Storebrand Luxembourg S.A.	766782	Storebrand Principle Global Fund	EUR	1,59	1,99		Global	LU0077539939	N	N	J	N		0	2000-07-05	2007-09-24	5
Svenska Lärarfonder AB	837856	Carlson Fond 28-44 år	SEK	0,55	0,60		Pension om mer än 20 år	504400-7192	N	N	N	N		0	2000-07-05	2004-02-04	5
Svenska Lärarfonder AB	802025	Carlson Fond 45-58 år	SEK	0,55	0,60		Pension om mindre än 20 år	504400-7259	N	N	N	N		0	2000-07-05	2004-02-04	5
Svenska Lärarfonder AB	766196	Carlson Fond 59+	SEK	0,55	0,60		Pension om mindre än 10 år	504400-7317	N	N	N	N		0	2000-07-05	2004-10-08	5
Svenska Lärarfonder AB	945345	Carlson ST-Fond 28-44 år	SEK	0,55	0,60		Pension om mer än 20 år	504400-7325	N	N	N	N		0	2000-07-05	2004-02-04	5
Svenska Lärarfonder AB	909515	Carlson ST-Fond 45-58 år	SEK	0,55	0,60		Pension om mindre än 20 år	504400-6319	N	N	N	N		0	2000-07-05	2004-02-04	5
Svenska Lärarfonder AB	873687	Carlson ST-Fond 59+	SEK	0,55	0,60		Pension om mindre än 10 år	504400-6376	N	N	N	N		0	2000-07-05	2004-02-04	5
Swedbank Management Company S.A	551440	SEF - European Best Ideas	SEK	0,50	1,16	1,20	Europa	LU1232458148	N	N	N	N		0	2016-01-04		1
Swedbank Management Company S.A	623108	SEF - Gaia Global	SEK	0,78	1,96	1,96	Global	LU1320616961	N	N	N	N		0	2016-01-04		1
Swedbank Management Company S.A	587279	SEF - Mimer Sverige	SEK	0,78	1,94	1,94	Sverige	LU1320616888	N	N	N	N		0	2016-01-04		1
Swedbank Management Company S.A	266049	SEF- LHV Persian Gulf Fund	EUR	0,89	2,56	2,89	Nya marknader	LU1138349862	N	N	N	N		0	2015-02-24		1
Swedbank Management Company S.A	683847	Taaleri Sicav - Taaleri Allocation 50	EUR	0,54	1,26		Utländska aktier och räntor	LU1087932015	J	N	N	N		0	2015-08-20		1
Swedbank Management Company S.A	849711	Taaleri Sicav - Taaleri Rhein Value Equity	EUR	0,89	2,61		Övriga länder	LU1087930662	N	J	N	N		0	2012-05-23		1
Swedbank Management Company S.A	121608	Taaleri Sicav - Taaleri Turkey Equity	EUR	0,89	2,65		Övriga länder	LU1087931470	N	J	N	N		0	2011-05-31		1
Swedbank Robur Fonder AB	914291	Banco Etisk Europa	SEK		1,72	1,77	Europa	SE0000709032	N	N	N	N		0	2004-03-19	2013-02-27	5
Swedbank Robur Fonder AB	950121	Banco Euro Top 50	SEK	0,33	1,72	2,23	Euroland	SE0000709172	N	N	N	N		0	2004-03-19	2011-04-26	5
Swedbank Robur Fonder AB	986018	Banco Human Pension	SEK	0,24	0,90	1,25	Sverige	504400-7598	N	N	N	N		0	2000-07-05	2010-01-21	5
Swedbank Robur Fonder AB	802496	Banco Offensiv	SEK	0,33	1,72	1,86	Svenska och utländska aktier	SE0000708992	N	N	N	N		0	2006-11-06	2011-09-28	5
Swedbank Robur Fonder AB	121848	Banco Samarit Pension	SEK	0,24	0,90	1,25	Sverige	504400-7655	N	N	N	N		0	2000-07-05	2012-07-05	5
Swedbank Robur Fonder AB	153890	Banco Svensk Miljö	SEK	0,33	1,71	1,80	Sverige	SE0000709099	N	N	N	N		0	2007-05-28	2011-11-08	5
Swedbank Robur Fonder AB	876102	Carnegie Sverige	SEK	0,34	1,65	1,68	Sverige	504400-5600	N	N	N	N		0	2000-07-05	2009-06-15	5
Swedbank Robur Fonder AB	869438	Folksam LO Obligation	SEK	0,12	0,30	0,31	Sverige lång	SE0000540601	N	N	N	N	J	0	2000-07-05		1
Swedbank Robur Fonder AB	976928	Folksam LO Sverige	SEK	0,18	0,43	0,45	Sverige	SE0000540593	N	N	N	N	J	0	2000-07-05		1
Swedbank Robur Fonder AB	941096	Folksam LO Världen	SEK	0,18	0,43	0,52	Global	SE0000540627	N	N	N	N	J	0	2000-07-05		1
Swedbank Robur Fonder AB	905265	Folksam LO Västfonden	SEK	0,18	0,44	0,45	Sverige	SE0000540619	N	N	N	N	J	0	2000-07-05		1
Swedbank Robur Fonder AB	471052	Folksams Aktiefond Asien	SEK	0,21	0,70	0,95	Asien och Fjärran östern	SE0000434623	N	N	N	N		1	2000-07-05	2015-11-16	5
Swedbank Robur Fonder AB	686030	Folksams Aktiefond Europa	SEK	0,21	0,70	0,93	Europa	SE0000434706	N	N	N	N		0	2000-07-05	2015-11-16	5
Swedbank Robur Fonder AB	506881	Folksams Aktiefond Japan	SEK	0,21	0,71	0,78	Japan	SE0000434615	N	N	N	N		1	2000-07-05	2015-11-16	5
Swedbank Robur Fonder AB	721860	Folksams Aktiefond Sverige	SEK	0,21	0,70	0,76	Sverige	SE0000434714	N	N	N	N		0	2000-07-05	2015-11-16	5
Swedbank Robur Fonder AB	650200	Folksams Aktiefond USA	SEK	0,21	0,70	0,81	Nordamerika och USA	SE0000434698	N	N	N	N		0	2000-07-05	2015-11-16	5
Swedbank Robur Fonder AB	435222	Folksams Framtidsfond	SEK	0,21	0,70	0,80	IT och kommunikation	SE0000891871	N	N	N	N		0	2000-07-05	2016-01-12	5
Swedbank Robur Fonder AB	542712	Folksams Förvaltningsfond	SEK	0,21	0,70	0,72	Svenska och utländska aktier samt svenska räntor	SE0000434649	N	N	N	N		0	2000-07-05	2015-11-16	5
Swedbank Robur Fonder AB	399394	Folksams Globala Aktiefond	SEK	0,21	0,70	0,81	Global	SE0000891889	N	N	N	N		0	2000-07-05	2015-11-16	5
Swedbank Robur Fonder AB	578542	Folksams Obligationsfond	SEK	0,12	0,30	0,31	Sverige lång	SE0000434656	N	N	N	N		0	2000-07-05	2015-11-16	5
Swedbank Robur Fonder AB	614370	Folksams Penningmarknadsfond	SEK	0,10	0,10	0,30	Sverige kort	SE0000434664	N	N	N	N		0	2000-07-05	2015-12-10	5
Swedbank Robur Fonder AB	761940	Folksams Tjänstemannafond Obligation	SEK	0,13	0,40	0,41	Sverige lång	SE0000615916	N	N	N	N		0	2000-07-05	2015-11-16	5
Swedbank Robur Fonder AB	833608	Folksams Tjänstemannafond Sverige	SEK	0,18	0,40	0,44	Sverige	SE0000615890	N	N	N	N		0	2000-07-05	2015-11-23	5
Swedbank Robur Fonder AB	797779	Folksams Tjänstemannafond Världen	SEK	0,18	0,40	0,45	Global	SE0000615908	N	N	N	N		0	2000-07-05	2015-11-23	5
Swedbank Robur Fonder AB	296152	KPA Etisk Aktiefond	SEK	0,18	0,43	0,49	Svenska och utländska aktier	SE0000885105	N	N	N	N	J	0	2000-07-05		1
Swedbank Robur Fonder AB	260323	KPA Etisk Blandfond 1	SEK	0,18	0,40	0,41	Svenska och utländska aktier samt svenska räntor	SE0000885097	N	N	N	N		0	2000-07-05	2015-11-16	5
Swedbank Robur Fonder AB	224493	KPA Etisk Blandfond 2	SEK	0,18	0,41	0,43	Svenska och utländska aktier samt svenska räntor	SE0000885089	N	N	N	N	J	0	2000-07-05		1
Swedbank Robur Fonder AB	188664	KPA Etisk Räntefond	SEK	0,10	0,10	0,17	Sverige kort	SE0000885071	N	N	N	N	J	0	2000-07-05		1
Swedbank Robur Fonder AB	573055	Robur Mix Indexfond Sverige	SEK		0,71		Svenska aktier och räntor	502041-9650	N	N	N	N		0	2001-04-19	2006-06-27	5
Swedbank Robur Fonder AB	713362	Robur NorrMix	SEK		1,43	1,50	Svenska aktier och räntor	504400-7648	N	N	N	N		0	2000-07-05	2006-06-27	5
Swedbank Robur Fonder AB	186189	Robur Räntefond Europa	SEK		0,72		Europa och Euroland	504400-9297	N	N	N	N		0	2003-03-04	2006-06-27	5
Swedbank Robur Fonder AB	644716	Roburs Euro - Penningmarknadsfond MEGA	SEK	0,34	0,34		Europa och Euroland	504400-4306	N	N	N	N		0	2001-04-19	2004-02-04	5
Swedbank Robur Fonder AB	608885	Roburs Euro - Räntefond MEGA	SEK				Europa och Euroland	504400-5139	N	N	N	N		0	2001-04-19	2004-02-04	5
Swedbank Robur Fonder AB	716373	Roburs Råvarufond	SEK	1,16	1,41	1,52	Övriga branscher	504400-1138	N	N	N	N		0	2001-04-19	2004-04-28	5
Swedbank Robur Fonder AB	978981	Swedbank Robur Access Asien	SEK	0,16	0,20		Asien och Fjärran östern	SE0007074117	N	N	N	N		1	2015-08-25		1
Swedbank Robur Fonder AB	755504	Swedbank Robur Access Europa	SEK	0,16	0,20		Europa	SE0007073937	N	N	N	N		0	2015-08-17		1
Swedbank Robur Fonder AB	114819	Swedbank Robur Access Global	SEK	0,16	0,20		Global	SE0007074059	N	N	N	N		0	2015-08-25		1
Swedbank Robur Fonder AB	943159	Swedbank Robur Access Japan	SEK	0,16	0,20		Japan	SE0007074091	N	N	N	N		1	2015-08-25		1
Swedbank Robur Fonder AB	719674	Swedbank Robur Access Sverige	SEK	0,16	0,20		Sverige	SE0007074075	N	N	N	N		0	2015-08-17		1
Swedbank Robur Fonder AB	150649	Swedbank Robur Access USA	SEK	0,16	0,20		Nordamerika och USA	SE0007074083	N	N	N	N		0	2015-08-25		1
Swedbank Robur Fonder AB	785022	Swedbank Robur Aktiefond Pension	SEK	0,18	0,45	0,48	Svenska och utländska aktier	SE0000602278	N	N	N	N		0	2000-07-05		1
Swedbank Robur Fonder AB	319236	Swedbank Robur Amerikafond	SEK		1,25	1,51	Nordamerika och USA	SE0000539470	N	N	N	N		0	2000-07-05	2015-04-23	5
Swedbank Robur Fonder AB	104257	Swedbank Robur Asienfond	SEK	0,29	1,43	1,64	Asien och Fjärran östern	SE0000539447	N	N	N	N		1	2000-07-05	2015-05-13	5
Swedbank Robur Fonder AB	201293	Swedbank Robur Balkanfond	SEK	0,42	2,48	3,16	Östeuropa	SE0001414970	N	N	N	N		0	2006-06-16	2012-10-12	5
Swedbank Robur Fonder AB	121780	Swedbank Robur Ethica Försiktig	SEK	0,23	0,82	0,83	Svenska och utländska aktier samt svenska räntor	SE0000709081	N	N	N	N		0	2004-03-19	2013-04-25	5
Swedbank Robur Fonder AB	641704	Swedbank Robur Ethica Global	SEK	0,29	1,42	1,48	Svenska och utländska aktier	SE0000537680	N	N	N	N	J	0	2000-07-05	2015-04-23	5
Swedbank Robur Fonder AB	702381	Swedbank Robur Ethica Global MEGA	SEK		0,74	0,83	Global	SE0001003864	N	N	N	N		0	2003-01-03	2014-02-14	5
Swedbank Robur Fonder AB	892513	Swedbank Robur Ethica Miljö Sverige	SEK	0,30	1,42	1,44	Sverige	SE0000434094	N	N	N	N		0	2000-07-05	2011-11-08	5
Swedbank Robur Fonder AB	677534	Swedbank Robur Ethica Obligation	SEK	0,13	0,40	0,42	Sverige lång	SE0000602260	N	N	N	N	J	0	2000-07-05		1
Swedbank Robur Fonder AB	853499	Swedbank Robur Ethica Sverige	SEK		1,25	1,46	Sverige	SE0000709016	N	N	N	N	J	0	2007-04-11	2015-03-19	5
Swedbank Robur Fonder AB	902783	Swedbank Robur Ethica Sverige MEGA	SEK		0,73	0,79	Sverige	SE0000987216	N	N	N	N	J	0	2003-02-18	2015-03-19	5
Swedbank Robur Fonder AB	985952	Swedbank Robur Etik Balanserad	SEK	0,30	1,52	1,52	Svenska och utländska aktier samt svenska räntor	SE0000709008	N	N	J	N	J	0	2004-03-19	2015-05-13	5
Swedbank Robur Fonder AB	964171	Swedbank Robur Europafond MEGA	SEK	0,19	0,56	0,76	Europa	SE0000639437	N	N	N	N		0	2000-07-05		1
Swedbank Robur Fonder AB	939850	Swedbank Robur Exportfond	SEK		1,25	1,46	Sverige	SE0000602294	N	N	N	N		0	2001-06-29	2015-04-01	5
Swedbank Robur Fonder AB	247577	Swedbank Robur Finansfond	SEK	0,30	1,44	2,44	Övriga branscher	SE0000542797	N	N	N	N		0	2000-07-05	2012-10-12	5
Swedbank Robur Fonder AB	273300	Swedbank Robur Företagsobligationsfond	SEK	0,17	0,71	0,73	Övriga utländska	SE0005506300	N	N	N	N		0	2016-02-01		1
Swedbank Robur Fonder AB	753442	Swedbank Robur Globalfond MEGA	SEK	0,19	0,55	0,60	Global	SE0000542839	N	N	N	N		0	2000-07-05		1
Swedbank Robur Fonder AB	211748	Swedbank Robur Japanfond	SEK		1,25	1,51	Japan	SE0000539413	N	N	N	N		1	2000-07-05	2015-05-13	5
