FONDBOLAG	FONDNUMMER	FONDNAMN	VALUTA	FONDAVGIFT	BRUTTO AVG	TKA	KATEGORI	EXTERID	FOND_I_FOND	RESULTATBEROENDE	SLOW	SPREAD	MILJÖETISK	FÖRLÄNGD	STARTDATUM	AVSLUTSDATUM	FONDSTATUS
Cicero Fonder AB	187898	Cicero World 0-50	SEK	0,60	1,99		Utländska aktier och räntor	SE0003655273	J	N	N	N		0	2007-10-19		1
Cicero Fonder AB	558239	Cicero World Asset Selection	SEK		2,35		Utländska aktier och räntor	SE0002976126	J	N	N	N		0	2011-10-25	2015-08-26	5
Cicero Fonder AB	855973	Cicero World Wide	SEK	0,60	1,54		Utländska aktier och räntor	SE0001451428	J	J	N	N		0	2005-06-17		1
Cliens Kapitalförvaltning AB	920074	Cliens Mixfond	SEK	0,62	1,87	2,00	Svenska aktier och räntor	SE0004841070	N	N	N	N	J	0	2015-10-13		1
Cliens Kapitalförvaltning AB	955906	Cliens Räntefond Kort	SEK	0,21	0,40	0,40	Övriga utländska	SE0003910298	N	N	N	N	J	0	2015-10-13		1
Conventum Asset Management	272831	Aktiva Fonder SICAV - Global Stabil	SEK		2,02		Utländska aktier och räntor	LU0541738067	J	N	J	N		1	2010-12-23	2015-04-23	5
Conventum Asset Management	641993	Alandsbanken SICAV - China	SEK		2,37		Kina	LU0896577508	N	N	J	N		1	2013-04-08	2015-03-17	5
Conventum Asset Management	320705	Alandsbanken SICAV - Emerging Europe	SEK	0,89	4,52		Östeuropa	LU1012548100	N	J	J	N		0	2014-11-18	2015-05-13	5
Conventum Asset Management	524470	Alandsbanken SICAV - Swedish Growth	SEK		1,70		Sverige	LU0519681588	N	N	J	N		0	2001-02-13	2015-03-17	5
Conventum Asset Management	883710	Ålandsbanken SICAV - Brig 6	SEK		3,87		Utländska aktier och räntor	LU0744549501	J	J	J	N		0	2012-08-24	2015-12-10	5
Conventum Asset Management	677823	Ålandsbanken SICAV - Catamaran	SEK	0,58	1,69		Svenska aktier och räntor	LU0896570750	N	J	J	N		0	2013-04-08	2015-07-02	5
Conventum Asset Management	606160	Ålandsbanken SICAV - Money Market SEK	SEK	0,20	0,41		Övriga utländska	LU0896562062	N	N	J	N		0	2013-04-08	2015-12-10	5
Conventum Asset Management	170951	Ålandsbanken SICAV - Nordic Growth	EUR	0,81	2,25		Norden	LU0519681075	N	N	J	N		0	2005-06-14	2015-07-02	5
Conventum Asset Management	842393	Ålandsbanken SICAV - Swedish Bond	SEK	0,38	0,97		Övriga utländska	LU0836501170	N	N	J	N		0	2013-07-10	2015-12-10	5
Credit Agricole Asset Management S.A.	271247	CA-Funds Europe Classic Acc	EUR	1,38	1,71		Europa	LU0119102209	N	N	J	N		0	2000-07-05	2003-11-18	5
Credit Agricole Asset Management S.A.	130344	CA-Funds Europe Sector Selection	EUR	1,28	1,58	1,58	Europa	LU0119104163	N	N	N	N		0	2001-04-19	2004-12-29	5
Credit Agricole Asset Management S.A.	307074	CA-Funds Global Equities	EUR	1,16	1,41		Global	LU0119137254	N	N	J	N		0	2000-07-05	2002-04-15	5
Credit Suisse Fund Management S.A.	808634	Credit Suisse Bond Fund (Lux) Inflation Linked EUR Bond Fund	EUR	0,42	1,15		Övriga utländska	LU0175163459	N	N	J	N		0	2003-12-18	2016-07-21	5
Credit Suisse Fund Management S.A.	772806	Credit Suisse Bond Fund (Lux) Target Return (Euro)	EUR	0,46	1,12		Övriga utländska	LU0164700741	N	N	J	N		0	2003-12-18	2011-03-28	5
Credit Suisse Fund Management S.A.	568097	Credit Suisse Equity Fund (Lux) Asian Property Aberdeen	USD	0,85	2,16	2,16	Asien och Fjärran östern	LU0220210792	N	N	N	N		1	2006-06-28	2010-05-27	5
Credit Suisse Fund Management S.A.	322180	Credit Suisse Equity Fund (Lux) Asian Tigers Aberdeen	USD	0,82	2,05	2,05	Asien och Fjärran östern	LU0175359438	N	N	N	N		1	2004-06-15	2010-06-09	5
Credit Suisse Fund Management S.A.	736975	Credit Suisse Equity Fund (Lux) Dividend Europe Aberdeen	EUR	0,84	2,11	2,11	Europa	LU0168301355	N	N	J	N		0	2003-12-18	2010-08-10	5
Credit Suisse Fund Management S.A.	701144	Credit Suisse Equity Fund (Lux) Eastern Europe Aberdeen	EUR	0,85	2,16	2,16	Östeuropa	LU0077850112	N	N	J	N		0	2003-12-18	2010-08-10	5
Credit Suisse Fund Management S.A.	286351	Credit Suisse Equity Fund (Lux) Emerging Markets	USD		2,12	2,19	Nya marknader	LU0046379920	N	N	N	N		2	2004-06-15	2006-11-23	5
Credit Suisse Fund Management S.A.	250522	Credit Suisse Equity Fund (Lux) European Growth	EUR	1,75	2,20	2,20	Europa	LU0187730584	N	N	N	N		1	2004-06-15	2006-10-06	5
Credit Suisse Fund Management S.A.	532267	Credit Suisse Equity Fund (Lux) Future Energy Aberdeen	EUR	0,85	2,15	2,16	Övriga branscher	LU0245980635	N	N	J	N		0	2006-06-28	2010-08-10	5
Credit Suisse Fund Management S.A.	271189	Credit Suisse Equity Fund (Lux) Global Biotech Aberdeen	USD	0,84	2,12	2,12	Bioteknik	LU0111979901	N	N	J	N		0	2003-12-19	2010-06-09	5
Credit Suisse Fund Management S.A.	235358	Credit Suisse Equity Fund (Lux) Global InfoTech Aberdeen	USD	0,85	2,16	2,16	IT och kommunikation	LU0108804831	N	N	J	N		0	2003-12-19	2010-06-09	5
Credit Suisse Fund Management S.A.	199521	Credit Suisse Equity Fund (Lux) Global Media	USD	1,73	2,17	2,17	IT och kommunikation	LU0108806372	N	N	N	N		1	2003-12-19	2007-07-10	5
Credit Suisse Fund Management S.A.	163691	Credit Suisse Equity Fund (Lux) Global Resources Aberdeen	USD	0,85	2,16	2,16	Övriga branscher	LU0055730922	N	N	J	N		0	2003-12-19	2012-07-05	5
Credit Suisse Fund Management S.A.	127860	Credit Suisse Equity Fund (Lux) Global Sustainability	EUR	0,83	2,08	2,08	Global	LU0055731144	N	N	N	N		1	2003-12-19	2012-07-05	5
Credit Suisse Fund Management S.A.	992032	Credit Suisse Equity Fund (Lux) Greater China Aberdeen	USD	0,85	2,16	2,16	Kina	LU0175358893	N	N	N	N		1	2003-12-19	2010-06-09	5
Credit Suisse Fund Management S.A.	956201	Credit Suisse Equity Fund (Lux) Latin America Aberdeen	USD	0,85	2,15	2,15	Latinamerika	LU0049509093	N	N	J	N		0	2003-12-19	2010-08-20	5
Credit Suisse Fund Management S.A.	214692	Credit Suisse Equity Fund (Lux) Small Cap Japan Aberdeen	JPY	0,85	2,16	2,16	Japan	LU0052263174	N	N	N	N		1	2004-06-15	2010-11-10	5
Credit Suisse Fund Management S.A.	178863	Credit Suisse Equity Fund (Lux) Small Cap USA	USD	0,64	1,55		Nordamerika och USA småbolag	LU0046380423	N	N	J	N		0	2004-06-15	2012-07-05	5
Credit Suisse Fund Management S.A.	884544	Credit Suisse Equity Fund (Lux) Style Invest Europe	EUR	0,85	2,15	2,15	Europa	LU0168302833	N	N	J	N		0	2003-12-19	2010-11-11	5
Credit Suisse Fund Management S.A.	143032	Credit Suisse Equity Fund (Lux) USA Growth	USD		2,11	2,23	Nordamerika och USA	LU0187731988	N	N	N	N		1	2004-06-15	2006-10-02	5
Credit Suisse Fund Management S.A.	665315	Credit Suisse (Lux) European Property Equity Fund	EUR	0,85	2,16		Övriga branscher	LU0129337381	N	N	J	N		0	2003-12-18		1
Credit Suisse Fund Management S.A.	920371	Credit Suisse (Lux) Small and Mid Cap Europe Equity Fund	EUR	0,84	2,13		Europa/Euroland småbolag	LU0048365026	N	N	J	N		0	2003-12-19		1
Credit Suisse Fund Management S.A.	107201	Credit Suisse (Lux) USA Value Equity Fund	USD	0,84	2,12		Nordamerika och USA	LU0187731129	N	N	J	N		0	2004-06-15		1
Credit Suisse Fund Management S.A.	848713	Credit Suisse Systematic Alpha (Lux) Equity Japan	JPY	0,54	1,27		Japan	LU0102716577	N	N	J	J		1	2003-12-19	2011-09-20	5
Credit Suisse Fund Management S.A.	812883	Credit Suisse Systematic Alpha (Lux) Equity USA	USD	0,55	1,28		Nordamerika och USA	LU0102711180	N	N	J	J		0	2003-12-19	2011-09-20	5
Danske Capital AB	829945	Danske Invest Aktiv Förmögenhetsförvaltning	SEK	0,47	1,27		Svenska aktier och räntor	SE0000569709	N	N	N	N		0	2000-07-05		1
Danske Capital AB	144923	Danske Invest Europa	SEK	0,55	1,56		Europa	SE0000569667	N	N	N	N		0	2000-07-05		1
Danske Capital AB	252411	Danske Invest Global Index	SEK	0,25	0,50		Global	SE0000696775	N	N	N	N		0	2000-07-05		1
Danske Capital AB	109090	Danske Invest Global Teknologi	SEK	0,58	1,53	1,76	IT och kommunikation	SE0000696759	N	N	N	N		0	2000-07-05	2010-08-16	5
Danske Capital AB	891804	Danske Invest Horisont Aktie	SEK	0,60	1,76	0,00	Svenska och utländska aktier	SE0000916991	J	N	N	N		0	2005-06-16		1
Danske Capital AB	927632	Danske Invest Horisont Balanserad	SEK	0,49	1,36	0,00	Svenska och utländska aktier samt svenska räntor	SE0000881112	J	N	N	N		0	2005-06-16		1
Danske Capital AB	963462	Danske Invest Horisont Försiktig	SEK	0,43	1,14	0,00	Svenska och utländska aktier samt svenska räntor	SE0000916983	J	N	N	N		0	2005-06-16		1
Danske Capital AB	696658	Danske Invest Horisont Offensiv	SEK	0,53	1,58	0,00	Utländska aktier och räntor	SE0004840080	J	N	N	N		0	2013-01-30		1
Danske Capital AB	732487	Danske Invest Horisont Ränta	SEK	0,33	0,92	0,00	Övriga utländska	SE0003586346	J	N	N	N		0	2013-01-30		1
Danske Capital AB	613729	Danske Invest SRI Global	SEK	0,27	0,56		Global	SE0000855215	N	N	N	N	J	0	2002-12-16		1
Danske Capital AB	577890	Danske Invest SRI Sverige	SEK	0,26	0,51	0,63	Sverige index	SE0000855181	N	N	N	N		0	2002-12-16	2010-08-16	5
Danske Capital AB	973263	Danske Invest Sverige	SEK	0,48	1,33		Sverige	SE0000569691	N	N	N	N		0	2000-07-05		1
Danske Capital AB	832899	Danske Invest Sverige Fokus	SEK	0,54	1,53		Sverige	SE0001472937	N	N	N	N		0	2005-11-16		1
Danske Capital AB	865774	Danske Invest Sverige Kort Ränta	SEK	0,16	0,30		Sverige kort	SE0000625352	N	N	N	N		0	2000-07-05		1
Danske Capital AB	901603	Danske Invest Sverige Ränta	SEK	0,24	0,60		Sverige lång	SE0000569683	N	N	N	N		0	2000-07-05		1
Danske Capital AB	937433	Danske Invest Sverige/Europa	SEK	0,54	1,54		Europa	SE0000569675	N	N	N	N		0	2000-07-05		1
Danske Capital AB	180752	Firstnordic Europa Index	SEK	0,48	0,50		Europa/Euroland Index	504400-7465	N	N	N	N		0	2000-07-05	2002-04-11	5
Danske Capital AB	685388	Firstnordic SRI Europa	SEK	1,27	1,56	2,13	Europa/Euroland Index	SE0000855199	N	N	N	J		0	2002-12-16	2005-08-04	5
Danske Capital AB	216580	Firstnordic USA Index	SEK	0,48	0,50		Nordamerika och USA	504400-7341	N	N	N	N		0	2000-07-05	2010-08-31	5
Danske Capital AB	649558	Humanix 175 USA	SEK	1,34	1,65	1,90	Nordamerika och USA	SE0000855207	N	N	N	J		0	2002-12-16	2004-03-29	5
Danske Invest Management Company S.A.	486696	Danske Fund Baltic	EUR	1,09	2,83		Östeuropa	LU0249693986	N	N	N	N		1	2007-03-13	2008-12-03	5
Danske Invest Management Company S.A.	467928	Danske Fund Global Health Care	SEK	1,53	1,90	2,98	Läkemedel	LU0137921515	N	N	N	N		1	2004-12-21	2007-05-02	5
Danske Invest Management Company S.A.	539585	Danske Invest Eastern Europe Convergence A	SEK	0,66	1,95		Östeuropa	LU0156840208	N	N	N	N		1	2004-12-21		1
Danske Invest Management Company S.A.	721092	Danske Invest Germany A	EUR		2,08	3,20	Övriga länder	LU0292128302	N	N	N	N		1	2007-09-26	2010-03-18	5
Danske Invest Management Company S.A.	408898	Danske Invest Global Corporate Bonds	SEK	0,35	1,07		Övriga utländska	LU0178670161	N	N	N	N		1	2009-10-05		1
Danske Invest Management Company S.A.	685263	Danske Invest Global Emerg. Markest small Cap A	USD	0,72	1,98	2,56	Global	LU0292126785	N	N	N	N		1	2007-09-26	2010-10-04	5
Danske Invest Management Company S.A.	503755	Danske Invest Global Emerging Markets A	SEK	0,70	1,90	2,95	Nya marknader	LU0085580271	N	N	N	N		1	2004-12-21	2010-11-30	5
Danske Invest Management Company S.A.	432096	Danske Invest Global Stockpicking	SEK	0,63	1,87		Global	LU0117088970	N	N	N	N		1	2004-12-21		1
Danske Invest Management Company S.A.	450866	Danske Invest Trans-Balkan A (Lux)	EUR	1,44	4,31	5,13	Östeuropa	LU0249704346	N	N	N	N		1	2007-03-13	2010-10-04	5
Didner & Gerge Fonder AB	291906	Didner & Gerge Aktiefond	SEK	0,30	1,23	1,24	Sverige	SE0000428336	N	N	N	N		0	2000-07-05		1
Didner & Gerge Fonder AB	541235	Didner & Gerge Global	SEK	0,36	1,64	1,73	Global	SE0004167567	N	N	N	N		0	2011-09-05		1
Didner & Gerge Fonder AB	140491	Didner & Gerge Småbolag	SEK	0,33	1,40	1,47	Norden	SE0002699421	N	N	N	N		0	2009-01-12		1
DNB Asset Management AS	517508	DNB Health Care	NOK	0,56	1,50	1,58	Läkemedel	NO0010337579	N	N	J	N		0	2013-02-20		1
DNB Asset Management AS	227504	DnB NOR Europa	NOK		1,85		Europa	960121619	J	N	J	J		1	2002-01-16	2010-04-13	5
DNB Asset Management AS	155846	DnB NOR Norden	NOK		1,82		Norden	971083751	J	N	J	J		1	2002-01-15	2010-04-13	5
DNB Asset Management AS	191676	DNB Nordic Technology	NOK	0,56	1,51	1,64	IT och kommunikation	NO0010337678	N	N	J	N		0	2002-01-16		1
DNB Asset Management AS	439703	DNB Obligationsfond SEK	SEK	0,31	0,78		Sverige lång	SE0006338398	N	N	J	N	J	0	2015-12-16		1
DNB Asset Management AS	403873	DNB Penningmarknadsfond SEK	SEK	0,19	0,39		Sverige kort	SE0006338372	N	N	J	N	J	0	2015-12-16		1
DNB Asset Management AS	553339	DNB USA	NOK	0,57	1,81	1,82	Nordamerika och USA	NO0010337959	N	N	J	N		0	2013-02-20	2015-04-17	5
DNB Asset Management AS	589168	DNB Östeuropa	NOK	0,64	2,07	2,08	Östeuropa	NO0010337967	N	N	J	N		0	2013-02-20	2015-04-17	5
DNB Asset Management S.A.	398156	Carlson Fund - American Small Cap	SEK	0,63	1,83	2,32	Nordamerika och USA småbolag	LU0048807571	N	N	N	N		1	2001-04-20	2010-11-12	5
DNB Asset Management S.A.	515320	Carlson Fund - Europe	SEK	0,49	1,33	1,65	Europa	LU0090660126	N	N	N	N		0	2003-10-08	2011-12-22	5
DNB Asset Management S.A.	551150	Carlson Fund - North America	SEK	0,49	1,33	1,52	Nordamerika och USA	LU0029400438	N	N	N	N		1	2003-10-08	2011-12-22	5
DNB Asset Management S.A.	854851	Carlson Fund Equity Latin America	SEK	1,51	1,88		Nya marknader	LU0068843001	N	N	N	N		0	2000-07-05	2010-01-26	5
DNB Asset Management S.A.	326496	Carlson Fund Euro Bond A	SEK	0,68	0,77		Europa och Euroland	LU29376034	N	N	N	N		0	2001-04-20	2004-02-04	5
DNB Asset Management S.A.	433987	Carlson Fund International Bond	SEK	0,43	1,04		Övriga utländska	LU0029376034	N	N	N	N		1	2001-04-20	2008-10-15	5
DNB Asset Management S.A.	362327	DNB Fund - Asian Small Cap	SEK	0,66	1,85	2,90	Asien och Fjärran östern	LU0067059799	N	N	N	N		1	2001-04-20		1
DNB Asset Management S.A.	410019	DNB Fund - BRIC	SEK		2,39	2,20	Nya marknader	LU0302238026	N	J	N	N		1	2013-02-20	2013-12-12	5
DNB Asset Management S.A.	374181	DNB Fund - China Century	SEK	0,60	1,60	2,66	Kina	LU0302238612	N	J	N	N		1	2013-02-20	2016-04-11	5
DNB Asset Management S.A.	586982	DNB Fund - Far East	SEK	0,52	1,34	1,83	Asien och Fjärran östern	LU0029400511	N	N	N	N		1	2003-10-08	2016-04-11	5
DNB Asset Management S.A.	819029	DNB Fund - Global Emerging Markets	SEK	0,68	1,92	2,82	Nya marknader	LU0090738252	N	N	N	N	J	1	2000-07-05		1
DNB Asset Management S.A.	503573	DNB Fund - Global SRI	SEK	0,51	1,33	1,45	Global	LU0029375739	N	N	N	N	J	1	2011-11-29		1
DNB Asset Management S.A.	481671	DNB Fund - India	SEK	0,62	1,69	3,51	Övriga länder	LU0302237721	N	J	N	N		1	2013-02-20		1
DNB Asset Management S.A.	225490	DNB Fund - Navigator	SEK	0,73	2,00	2,12	Övriga branscher	LU0269355474	N	J	N	N		0	2009-09-25	2016-03-10	5
DNB Asset Management S.A.	445841	DNB Fund - Private Equity	SEK	0,66	1,82	1,91	Övriga branscher	LU0302296065	N	N	N	N		1	2013-02-20		1
DNB Asset Management S.A.	242495	DNB Fund - Scandinavia	SEK	0,51	1,34	1,45	Norden	LU0083425479	N	N	N	N		0	2009-12-10		1
DNB Asset Management S.A.	734558	DNB Fund - SEK Long Bond	SEK	0,30	0,75	0,75	Sverige lång	LU0029403531	N	N	N	N		0	2003-10-09		4
DNB Asset Management S.A.	770388	DNB Fund - SEK Short Bond	SEK	0,19	0,39	0,39	Sverige kort	LU0029376208	N	N	N	N		0	2003-10-09		4
E. Öhman J:or Fonder AB	152835	Lärarfond 21-44 år	SEK	0,25	0,61	0,76	Svenska och utländska aktier	SE0001112749	J	N	N	N	J	0	2000-07-05		1
E. Öhman J:or Fonder AB	117002	Lärarfond 45-58 år	SEK	0,25	0,61	0,71	Svenska och utländska aktier samt svenska räntor	SE0001112764	J	N	N	N	J	0	2000-07-05		1
E. Öhman J:or Fonder AB	981175	Lärarfond 59+	SEK	0,25	0,60	0,66	Svenska och utländska aktier samt svenska räntor	SE0001112731	J	N	N	N	J	0	2000-07-05		1
E. Öhman J:or Fonder AB	653030	Nordnet Aktieindex Sverige	SEK	0,19	0,30	0,34	Sverige index	SE0002756973	N	N	N	N		0	2009-05-05	2014-06-30	5
E. Öhman J:or Fonder AB	617209	Nordnet Räntefond Sverige	SEK	0,11	0,16	0,17	Sverige lång	SE0002757005	N	N	N	N		0	2009-05-05	2016-06-21	5
E. Öhman J:or Fonder AB	893107	Salus Ansvar Öhman Safeguard Sverige	SEK	1,23	1,51		Svenska aktier och räntor	504400-6756	N	N	N	N		0	2000-07-05	2004-02-04	5
E. Öhman J:or Fonder AB	295857	Öhman Etisk Emerging Markets 	SEK	0,32	0,96	1,10	Nya marknader	SE0004578615	N	N	N	N	J	1	2012-10-12		1
E. Öhman J:or Fonder AB	570630	Öhman Etisk Index Europa	SEK	0,27	0,69	0,78	Europa/Euroland Index	SE0000577975	N	N	N	N	J	0	2000-07-05		1
E. Öhman J:or Fonder AB	606467	Öhman Etisk Index Japan	SEK	0,27	0,72	0,75	Japan	SE0000577959	N	N	N	N	J	1	2000-07-05		1
E. Öhman J:or Fonder AB	642298	Öhman Etisk Index Pacific	SEK	0,27	0,70	0,76	Asien och Fjärran östern	SE0000577983	N	N	N	N	J	1	2000-07-05		1
E. Öhman J:or Fonder AB	577833	Öhman Etisk Index Sverige	SEK	0,22	0,50	0,52	Sverige index	SE0001463449	N	N	N	N	J	0	2005-10-31		1
E. Öhman J:or Fonder AB	678128	Öhman Etisk Index USA	SEK	0,26	0,67	0,68	Nordamerika och USA	SE0000577967	N	N	N	N	J	0	2000-07-05		1
E. Öhman J:or Fonder AB	713958	Öhman Europafond	SEK		0,70	2,18	Europa	SE0000533952	N	N	N	N		0	2000-07-05	2006-07-18	5
E. Öhman J:or Fonder AB	660829	Öhman FRN-fond SEK A	SEK	0,21	0,61	0,61	Sverige kort	SE0004951283	N	N	N	N	J	0	2013-02-20		1
E. Öhman J:or Fonder AB	104786	Öhman Företagsobligationsfond	SEK	0,29	1,02	1,02	Övriga utländska	SE0001095506	N	N	N	N		0	2004-01-23		1
E. Öhman J:or Fonder AB	624999	Öhman Företagsobligationsfond 2 A	SEK	0,22	0,64	0,64	Sverige lång	SE0004391738	N	N	N	N	J	0	2013-02-20		1
E. Öhman J:or Fonder AB	785618	Öhman Global Growth	SEK	0,51	1,82	1,86	IT och kommunikation	SE0000493546	N	N	N	N		0	2000-07-05		1
E. Öhman J:or Fonder AB	869073	Öhman Global Hållbar A	SEK	0,45	1,57	1,96	Global	SE0005794989	N	N	N	N	J	0	2015-05-18		1
E. Öhman J:or Fonder AB	964767	Öhman Global Sustainable Brands	SEK	0,51	1,83	1,96	Global	SE0000533945	N	N	N	N	J	0	2000-07-05		1
E. Öhman J:or Fonder AB	749788	Öhman Hjärt-Lungfond	SEK	0,46	1,62	1,67	Läkemedel	SE0000493520	N	N	N	N		0	2000-07-05		1
E. Öhman J:or Fonder AB	316513	Öhman Index Nordamerika MSCI North America	SEK	0,21	0,42	0,43	Nordamerika och USA	SE0004578607	N	N	N	N		0	2012-06-13		1
E. Öhman J:or Fonder AB	683318	Öhman Index Sverige	SEK	0,21	0,42	0,44	Sverige index	SE0004578623	N	N	N	N		0	2012-06-21		1
E. Öhman J:or Fonder AB	366575	Öhman Medicafond	SEK		1,63		Läkemedel	SE0000493553	N	N	N	N		0	2001-11-07	2008-07-02	5
E. Öhman J:or Fonder AB	821447	Öhman Mixturfond - Aktiv Förmögenhetsförvaltning	SEK	0,54	1,42	1,54	Svenska aktier och räntor	SE0000493538	N	N	N	N		0	2000-07-05	2009-06-01	5
E. Öhman J:or Fonder AB	857276	Öhman Nordisk Miljöfond	SEK	0,57	1,71	1,95	Norden	SE0000533937	N	N	N	N		0	2000-07-05	2015-03-27	5
E. Öhman J:or Fonder AB	330746	Öhman Obligationsfond	SEK	0,11	0,13	0,13	Sverige lång	SE0000493496	N	N	N	N		0	2001-11-07		1
E. Öhman J:or Fonder AB	294918	Öhman Penningmarknadsfond	SEK	0,10	0,11	0,11	Sverige kort	SE0000493504	N	N	N	N		0	2001-11-07		1
E. Öhman J:or Fonder AB	787382	Öhman Realobligationsfond	SEK	0,14	0,26	0,26	Sverige realränta	SE0000993560	N	N	N	N	J	0	2003-11-26		1
E. Öhman J:or Fonder AB	189662	Öhman Realräntefond A	SEK	0,23	0,71	0,71	Sverige realränta	SE0001472952	N	N	N	N	J	0	2009-09-25	2016-06-22	5
E. Öhman J:or Fonder AB	694539	Öhman Småbolagsfond A	SEK	0,44	1,50	1,56	Sverige småbolag	SE0000432775	N	N	N	N	J	0	2000-07-05		1
E. Öhman J:or Fonder AB	904904	Öhman Sverige Hållbar A	SEK	0,45	1,53	1,64	Sverige	SE0005281953	N	N	N	N	J	0	2015-05-18		1
E. Öhman J:or Fonder AB	928937	Öhman Sverigefond	SEK	0,38	1,24	1,28	Sverige	SE0000493512	N	N	N	N		0	2000-07-05		1
E. Öhman J:or Fonder AB	730366	Öhman Sverigefond 2 A	SEK	0,39	1,26	1,34	Sverige	SE0000432767	N	N	N	N	J	0	2000-07-05		1
E. Öhman J:or Fonder AB	416867	Öhman Sweden Micro Cap	SEK	0,44	1,50	1,62	Sverige småbolag	SE0000432809	N	N	N	N	J	0	2006-12-07		1
E. Öhman J:or Fonder AB	936781	Öhman Utlandsfond A	SEK	0,39	1,25	1,32	Global	SE0000432791	N	N	N	N	J	0	2003-09-10		1
E. Öhman J:or Fonder AB	959742	Öhman Världsinfektionsfonden	SEK	0,54	1,52	1,67	Norden	SE0002176529	N	N	N	N		0	2008-03-31	2010-11-10	5
East Capital Asset Management AB	775288	East Capital Baltic Blue-Chip Fund	SEK	2,00	2,54		Övriga länder	504400-5576	N	N	N	N		0	2001-02-12	2004-02-04	5
East Capital Asset Management AB	868190	East Capital Russian Blue-chip Fund	SEK	2,03	2,57		Övriga länder	504400-5634	N	N	N	N		0	2001-07-11	2004-02-04	5
East Capital Asset Management S.A.	872382	East Capital Balkanfonden	SEK	0,76	2,51	2,52	Östeuropa	SE0001244328	J	N	N	N		0	2004-08-27		1
East Capital Asset Management S.A.	552984	East Capital Baltikumfonden	SEK	0,76	2,61	2,56	Östeuropa	SE0000777724	J	N	N	N		0	2003-03-28		1
East Capital Asset Management S.A.	673699	East Capital (Lux) - China Environmental	SEK	0,76	2,25	2,25	Kina	LU0562934934	N	N	N	N	J	1	2009-01-02		1
East Capital Asset Management S.A.	178624	East Capital (Lux) - Emerging Asia Fund	SEK	0,75	2,22	2,22	Asien och Fjärran östern	LU0562934264	N	N	N	N		1	2013-09-11		1
East Capital Asset Management S.A.	218297	East Capital (Lux) China East Asia Fund	EUR	0,73	2,21	2,58	Asien och Fjärran östern	LU0212839673	N	N	N	N		1	2006-08-14	2014-01-14	5
East Capital Asset Management S.A.	123497	East Capital (Lux) China Fund	EUR	0,81	2,51	3,20	Kina	LU0289591256	N	N	N	N		1	2008-10-21	2014-01-14	5
East Capital Asset Management S.A.	357897	East Capital (Lux) Convergence Eastern European Fund	EUR		3,91		Östeuropa	LU0272825398	N	N	N	N		0	2009-04-16	2012-03-23	5
East Capital Asset Management S.A.	586800	East Capital (Lux) Eastern European Fund	EUR	0,93	2,95	3,16	Östeuropa	LU0332315638	N	N	N	N		0	2010-12-13	2014-01-14	5
East Capital Asset Management S.A.	870907	East Capital (Lux) Frontier Markets Fund A SEK	SEK	0,76	2,76	2,76	Nya marknader	LU1125674611	N	N	N	N		1	2015-02-02		1
East Capital Asset Management S.A.	622639	East Capital (Lux) Russian Fund	EUR	0,92	2,91	2,95	Ryssland	LU0272828905	N	N	N	N		0	2010-12-13	2014-01-14	5
East Capital Asset Management S.A.	834788	East Capital Rysslandsfonden	SEK	0,76	2,66	2,63	Ryssland	SE0000777708	J	N	N	N		0	2002-08-15		1
East Capital Asset Management S.A.	333690	East Capital Turkietfonden	SEK	0,76	2,52	2,52	Övriga länder	SE0001621327	J	N	N	N		0	2006-01-23		1
East Capital Asset Management S.A.	442483	East Capital Östeuropafonden	SEK	0,76	2,62	2,60	Östeuropa	SE0000888208	J	N	N	N		0	2001-12-17		1
Edmond de Rothschild Asset Management S.A.	632554	Edmond de Rothschild Fund Asia ex-Japan	USD		2,69		Asien och Fjärran östern	LU0112707863	N	N	N	N		1	2002-10-29	2005-04-21	5
Edmond de Rothschild Asset Management S.A.	339242	Edmond de Rothschild Fund Euro Corporate Bond Mid Term	EUR		1,21		Europa och Euroland	LU0112663983	N	N	N	N		1	2002-01-24	2005-04-19	5
Edmond de Rothschild Asset Management S.A.	560896	Edmond de Rothschild Fund Euro Corporate Bonds Short Term	EUR		0,74		Europa och Euroland	LU0112660294	N	N	N	N		1	2002-10-29	2005-04-19	5
Edmond de Rothschild Asset Management S.A.	525063	Edmond de Rothschild Fund Euro Government Bonds Long Term	EUR		1,02		Europa och Euroland	LU0113256613	N	N	N	N		1	2002-10-29	2005-04-21	5
Edmond de Rothschild Asset Management S.A.	489237	Edmond de Rothschild Fund Euro Government Bonds Mid Term	EUR		0,51		Europa och Euroland	LU0112657076	N	N	N	N		1	2002-10-29	2005-04-21	5
Edmond de Rothschild Asset Management S.A.	453407	Edmond de Rothschild Fund Euro Short Term	EUR		0,68		Europa och Euroland	LU0112651111	N	N	N	N		1	2002-10-29	2005-04-19	5
Edmond de Rothschild Asset Management S.A.	661710	Edmond de Rothschild Fund Europe	EUR		2,08		Europa	LU0112685366	N	N	N	N		1	2002-01-23	2005-04-19	5
Edmond de Rothschild Asset Management S.A.	668384	Edmond de Rothschild Fund Europe Mid Caps	EUR		2,04		Europa	LU0112687495	N	N	N	N		1	2002-10-29	2005-04-26	5
Edmond de Rothschild Asset Management S.A.	375071	Edmond de Rothschild Fund Europe Value & Yield	EUR		2,01		Europa	LU0112689434	N	N	N	N		1	2002-01-24	2005-04-27	5
